Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
elitequest_toc_dwarven_forge_offer,Quest,Quest Info,,,"‘I write this on the day of my mother's demise. She was chiefmost among blacksmiths and crafters in these halls. She bid me take what knowledge she had given me from the time of my youth to the time of her death, and give it likewise to mine own offspring. However, I never took a wife, nor husband, lest they take from me. I see now why father had to die…’\n\nTthe next few pages have been torn out\n\n’… and that is why I must leave this knowledge to the gods, and whatever fate they grant. I will bear no new generation to keep these precious tools. The closest secret of my house, the most coveted gem amongst all our treasures, passed down seven generations. MY tools, the extensions of the arms of the greatest smith to ever walk the skin of this world…’\n\nThe writing continues for many more pages, all boastful reminiscence interspersed with streams of consciousness, slowly devolving into insanity. The last passage reads:\n\n’I will not part with a single coin. Not one. I'll cleave the pate of any who come nigh mine hoard.’\n\nThe last page in the book contains a map that has been damaged by water and blood, and it is difficult to discern the exact location. In jagged script above the map, it reads:\n\n’Here lays my life's toil and devotion, the better part of a century. Let it be the blessing and curse of no one else.’",,,,,,,,,,,,,,
elitequest_toc_dwarven_forge_statement,Quest,Quest Info,,,"Follow the clue on the back of the coin to the next location",,,,,,,,,,,,,,
elitequest_toc_dwarven_forge_response,Quest,Dialogs,,,"Travel to the next location to pursue a missing tool",,,,,,,,,,,,,,
questblock_toc_dwarvenmine_coffintelchar,blocks,Container,,,"Coffin of Telchar's Grandparent",,,,,,,,,,,,,,
dwarvenWorkbench,items,Item,,,"Dwarven Workbench",,,,,,,,,,,,,,
bundleSteelTrussingSheet,items,Item,,,"Stack of Steel Trussing Sheets (10)",,,,,,,,,,,,,,
bundleDwarvenSteelTrussingSheet,items,Item,,,"Stack of Dwarven Steel Trussing Sheets (10)",,,,,,,,,,,,,,
bundleMetalTrussingIBeamBlockVariantHelper,items,Item,,,"Stack of Metal Trussing I-Beams (10)",,,,,,,,,,,,,,
bundleMetalFenceRailingTrellisSheetBlockVariantHelper,items,Item,,,"Stack of Metal Fence Railing Trellis (10)",,,,,,,,,,,,,,
bundleTrapSpikesIronDmg0,items,Item,,,"Bundle of Iron Spike Traps (100)",,,,,,,,,,,,,,
bundleBladeTrap,items,Item,,,"Bundle of Blade Traps (10)",,,,,,,,,,,,,,
bundleMotionsensor,items,Item,,,"Bundle of Motion Sensors (10)",,,,,,,,,,,,,,
resourceBundleArrowHeadIron,items,Item,,,"Bundle of Iron Arrowheads (100)",,,,,,,,,,,,,,
resourceBundleArrowHeadSteelAP,items,Item,,,"Bundle of Steel Arrowheads (100)",,,,,,,,,,,,,,
resourceBundleBulletCasing,items,Item,,,"Bundle of Bullet Casings (1000)",,,,,,,,,,,,,,
resourceBundleBulletCasingSteelRemington,items,Item,,,"Bundle of Steel Remington Casings (1000)",,,,,,,,,,,,,,
resourceBundleDrinkCanEmpty,items,Item,,,"Bundle of Empty Cans (100)",,,,,,,,,,,,,,
resourceBundleDrinkJarEmpty,items,Item,,,"Bundle of Empty Jars (100)",,,,,,,,,,,,,,
resourceBundleForgedIron,items,Item,,,"Stack of Forged Iron (100)",,,,,,,,,,,,,,
resourceBundleForgedSteel,items,Item,,,"Stack of Forged Steel (100)",,,,,,,,,,,,,,
resourceBundleNail,items,Item,,,"Bundle of Nails (100)",,,,,,,,,,,,,,
resourceBundleRocketCasing,items,Item,,,"Bundle of Rocket Casings (100)",,,,,,,,,,,,,,
resourceBundleBuckshot,items,Item,,,"Stack of Buckshot (1000)",,,,,,,,,,,,,,
resourceBundleBulletTip,items,Item,,,"Bundle of Bullet Tips (1000)",,,,,,,,,,,,,,
resourceBundleRocketTip,items,Item,,,"Bundle of Rocket Tips (100)",,,,,,,,,,,,,,
