Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
itemreward_toc_deschhat_desc,items,Item,,,"It seems like some cowboy lost this in a gunfight due to an apparent bullet hole.\n\nA cowboy hat with the name hand-written to the inner brim: Roland Deschain",,,,,,,,,,,,,,
item_toc_desc_book14_name,items,Item,,,"+The Dark Tower Series Books 1-4",,,,,,,,,,,,,,
item_toc_desc_book14_desc,items,Item,,,"A binder collection of books 1 through 4 of the Dark Tower Series",,,,,,,,,,,,,,
item_toc_desc_book58_name,items,Item,,,"+The Dark Tower Series Books 5-8",,,,,,,,,,,,,,
item_toc_desc_book58_desc,items,Item,,,"A binder collection of books 5 through 8 of the Dark Tower Series",,,,,,,,,,,,,,
item_toc_desc_book1_name,items,Item,,,Dark Tower: The Gunslinger,,,,,,,,,,,,,,
item_toc_desc_book1_desc,items,Item,,,"The man in black fled across the desert and the Gunslinger followed.\n\nThis is part of an eight book series.",,,,,,,,,,,,,,
item_toc_desc_book2_name,items,Item,,,Dark Tower: The Drawing Of The Three,,,,,,,,,,,,,,
item_toc_desc_book2_desc,items,Item,,,"We are going to fight. We going to be hurt. And in the end, we will stand.\n\nThis is part of an eight book series.",,,,,,,,,,,,,,
item_toc_desc_book3_name,items,Item,,,Dark Tower: The Waste Lands,,,,,,,,,,,,,,
item_toc_desc_book3_desc,items,Item,,,"Blaine is a pain, and will always be the same.\n\nThis is part of an eight book series.",,,,,,,,,,,,,,
item_toc_desc_book4_name,items,Item,,,Dark Tower: Wizard And Glass,,,,,,,,,,,,,,
item_toc_desc_book4_desc,items,Item,,,"'If you love me, Roland, then love me.'\n\nThis is part of an eight book series.",,,,,,,,,,,,,,
item_toc_desc_book5_name,items,Item,,,Dark Tower: The Wind Through The Keyhole,,,,,,,,,,,,,,
item_toc_desc_book5_desc,items,Item,,,"The stories we hear and our childhood are the ones that we remember all our lives.\n\nThis is part of an eight book series.",,,,,,,,,,,,,,
item_toc_desc_book6_name,items,Item,,,Dark Tower: Wolves Of The Calla,,,,,,,,,,,,,,
item_toc_desc_book6_desc,items,Item,,,"Commala come come.\n\nThis is part of an eight book series.",,,,,,,,,,,,,,
item_toc_desc_book7_name,items,Item,,,Dark Tower: Song Of Suzannah,,,,,,,,,,,,,,
item_toc_desc_book7_desc,items,Item,,,"Passage between worlds. Then the gunfire. Then the killing.\n\nThis is part of an eight book series.",,,,,,,,,,,,,,
item_toc_desc_book8_name,items,Item,,,The Dark Tower,,,,,,,,,,,,,,
item_toc_desc_book8_desc,items,Item,,,"The clearing at the end of the path.\n\nThis is part of an eight book series.",,,,,,,,,,,,,,
questblock_toc_deschcrate_name,blocks,Container,,,+Sealed Deschain's Crate,,,,,,,,,,,,,,
questblock_toc_deschcrate_desc,blocks,Container,,,A sealed crate offered to citizens of the White River settlements who complete the Legendary Deschain's Quest.,,,,,,,,,,,,,,
