Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
quest_toc_randomelite_name,Quest,Quest Info,,,"Random elite quest from 4 veteran citizen cards",,"Zufällige elite-Quest für 4 veteranen Quest Karten","Random elite quest from 4 veteran citizen cards","La quête d'élite aléatoire de 4 cartes de citoyens chevronnés","Random elite quest da 4 schede cittadine veterano","「ベテランの市民カード 4 枚からのランダム精鋭」","4명의 베테랑 시민 카드로 부터의 무작위 엘리트 퀘스트","Losowe elity quest z 4 weteran kart obywatelskich","Random elite quest from 4 veteran citizen cards","Случайный элитный квест из 4-х ветеран","4 usta vatandaş kartından rastgele elit arayış","随机精英寻求 4 张老牌公民卡","「隨機精英從 4 張資深公民卡中尋找」","Búsqueda de élite al azar de 4 tarjetas ciudadanas veteranas"
quest_toc_randomelite_subtitle,Quest,Quest Info,,,"Now that you've killed 400 zombies, obtain an Random elite quest from a crate at the Trader",,"Du hast nun 400 zombies getötet. Erhalte eine zufällige elite quest aus einer Händler Kiste","Agora que você matou 400 zumbis, obtenha uma busca de elite de Random de uma caixinha no Trader","Maintenant que vous avez tué 400 zombies, obtenez une quête d'élite aléatoire d'une caisse au Trader","Ora che hai ucciso 400 zombie, ottenere una ricerca di élite di Random da una cassa al Trader","「君は 400 のゾンビを殺して、トレイダーのクレートからランダム精鋭を手に入れるんだ」","이제 400개의 좀비를 죽였으니, Trader 에서의 crate from a crate from a crate from a crate from a crate from a crate at the Trader","Teraz, gdy zabiłeś 400 zombie, uzyskaj losowe elity quest ze skrzyni na Trader","Agora que você matou 400 zumbis, obtenha uma busca de elite de Random de uma caixinha no Trader","Теперь, когда вы убили 400 зомби, получите случайную элитную квест из яруса в трейдере","Şimdi 400 zombi öldürerek, Trader 'daki bir kasadan rastgele seçkin bir arayış elde edin.","现在你杀了 400 个僵尸，从特拉德尔的一个箱子里获得随机精英的追求","現在你已經殺了 400 個殭屍，從 Trader的板條箱中獲取隨機精英的追求","Ahora que has matado a 400 zombies, obtener una búsqueda de élite Random de una tasa en el Trader"
quest_toc_randomelite_description,Quest,Quest Info,,,"Obtain a random elite quest from 4 veteran cards. You'll obtain 1 veteran card back when you accept your elite quest.",,"Erhalte eine elite quest für 4 veteranen Quests. Du erhältst eine veteranen Quest zurück wenn du die elite quest annimmst","Obter uma busca aleatória de elite de 4 cartões veteranos. Você obterá 1 cartão veterano de volta quando aceitar sua busca de elite.","Obtenir une quête d'élite aléatoire à partir de 4 cartes d'anciens combattants. Vous obtiendrez 1 carte de vétéran quand vous accepterez votre quête d'élite.","Ottenere una ricerca d'élite casuale da 4 schede veterane. Otterrete 1 veterano di ritorno quando accetterete la vostra quest d'élite '.","「ベテランのカードから無作為精鋭のクエストを入手し エリート・クエストを受け入れると、 1 つのベテランカードを手に入れることになるでしょう」","4장의 노장 카드로 임의의 엘리트 퀘스트를 획득하십시오. 엘리트 퀘스트를 받으면 1장의 베테랑 카드를 받을 수 있을 것이다.","Uzyskanie losowej elity quest z 4 kart weteranów. Odzyskasz 1 kartę weterana, kiedy przyjdziesz do elitarnego poszukiwania.","Obter uma busca aleatória de elite de 4 cartões veteranos. Você obterá 1 cartão veterano de volta quando aceitar sua busca de elite.","Получить случайный элитный квест с 4 ветеранских карт. Вы получите 1 ветеранскую карту, когда будете принимать ваш элитный квест.","4 usta karttan rastgele seçkin bir arayış elde edin. Elit arayışınızı kabul ettiğinizde, 1 tane usta kartı geri kazanacaksınız.","从 4 张老牌中获取随机精英追求。 当你接受你的精英追求时，你会获得 1 张老牌。","從 4 張老卡中取得隨機菁英追求。 當你接受精英的追求時，你將會獲得 1 張老老卡。」","Obtener una búsqueda de élite al azar de 4 cartas veteranas. Obtendrás 1 tarjeta de veterano cuando aceptes tu búsqueda de élite '."
quest_toc_randomelite_offer,Quest,Quest Info,,,"You've proven your worth as a veteran citizen four times over. Now gamble on your fame by taking on a random elite quest. If you succeed, you'll receive an elite citizen card as a reward.",,"Du hast dein Wort gehalten. Von nun an bist du veteranen Mitglied für alle Zeit. Genieß deinen Ruhm und nimm eine zufällige elite quest","Você provou o seu valor como um cidadão veterano quatro vezes acima. Agora aposte em sua fama ao assumir uma busca aleatória de elite. Se você tiver sucesso, receberá um cartão de cidadão de elite como recompensa.","Vous avez prouvé votre valeur en tant que citoyen d'expérience à quatre reprises. Maintenant, jouez sur votre célébrité en prenant une quête d'élite aléatoire. Si vous réussez, vous recevrez une carte de citoyen d'élite comme récompense.","Hai dimostrato il tuo valore come un cittadino veterano quattro volte superiore. Ora scommette sulla tua fama assumendo una quest casuale d'élite. Se ci riuscirai, riceverai una tessera cittadina elitaria come ricompensa '.","「ベテラン市民としてのあなたの価値は 4 度以上証明されている。 無作為のエリートクエストを履き、賭けに賭ける。 もし成功すれば、褒美としてエリート市民カードを受け取ることになる」と説明した。","당신은 4번이나 베테랑 시민으로서 가치가 있다는 것을 증명했습니다. 이제 여러분의 명성을 얻을 수 있을 것입니다. 무작위로 엘리트를 추구하는 것으로 말이죠. 성공하면 엘리트 시민증을 보상으로 받게 될 것이라고 말했다.","Udowodniłaś swoją wartość jako weteran cztery razy więcej. Teraz graj na twojej sławie, podejmując się losowej elitarnej misji. Jeśli ci się uda, dostaną elitarną kartę obywatelską jako nagrodę.","Você provou o seu valor como um cidadão veterano quatro vezes acima. Agora aposte em sua fama ao assumir uma busca aleatória de elite. Se você tiver sucesso, receberá um cartão de cidadão de elite como recompensa.","-Вы уже четыре раза доказывали свою ценность как ветерана. Теперь играем на вашу славу, взяв на себя случайный элитный квест. Если у вас получится, вы получите в качестве награды элитную карточку гражданина '.","Gazi olarak değerli bir vatandaş olarak dört kez daha kanıtladınız. Şimdi, rastgele seçkin bir arayış üzerine oynayarak şöhretin üzerine kumar oynamak. Eğer başarırsanız, ödül olarak elit bir vatandaş kartı alacaksınız.","你已经证明了你作为一个老兵的价值 4 倍以上。 现在赌上你的名利 如果你成功了，你将获得一个精英公民卡作为奖励。","你已經證明了你的價值是退伍軍人的 4 倍以上。 現在以隨機精英的追求來賭你的名聲 如果你成功了，你將會獲得精英公民卡作為獎勵。」","Usted ha demostrado su valía como un ciudadano veterano cuatro veces. Ahora apuesta por tu fama tomando una búsqueda de élite al azar. Si tienes éxito, recibirás una tarjeta ciudadana de élite como recompensa '."
quest_toc_randomelite_statement,Quest,Quest Info,,,"Complete a random elite quest and become an elite citizen.",,"Erledige eine zufällig elite quest und werde elite Mitglied","Complete uma busca aleatória de elite e torne-se um cidadão de elite.","Compléter une quête d'élite aléatoire et devenir un citoyen d'élite.","Completa una quest d'élite casuale e diventa un cittadino d'élite'.","「無作為に精一な精鋭部隊を完成させ、エリート市民になる」","랜덤 엘리트 퀘스트를 완료하고 엘리트 시민이 됩니다.","Ukończ losowe elitarne dążenie i zostań elitarnym obywatelem.","Complete uma busca aleatória de elite e torne-se um cidadão de elite.","Заполните случайный элитный квест и станем элитным гражданином'.","Rastgele seçkin bir arayış içinde ve elit bir vatandaş olun.","完成随机精英追求，成为精英公民 ' 。","「完成隨機菁英追求，成為菁英公民。」","Completar una búsqueda de élite al azar y convertirse en un ciudadano de élite."
quest_toc_randomelite_group,Quest,Quest Info,,,"White River - Tools of Citizenship, Random elite quest",,"White River - Werkzeuge der Gemeinschaft - Zufällige elite quest","Rio Branco-ferramentas de cidadania, Random elite quest","White River-tools of citoyenneté, Random elite quest","White River - strumenti di cittadinanza, Random elite quest","ホワイト・リバー - 市民権のツール、ランダムエリートクエスト","시민권의 화이트 강 도구, 랜덤 엘리트 퀘스트","Biała Rzeka-narzędzia obywatelskie, losowe elity quest","Rio Branco-ferramentas de cidadania, Random elite quest","Белая река-инструменты гражданства, Случайный элитный квест","Beyaz Nehir-vatandaşlık araçları, Random Elite quest","白河 - 公民权工具，随机精英追求","白河 - 公民身份的工具，隨機菁英追求","White River-tools of citizenship, Random elite Quest"
questdialog_toc_randomelite,Quest,Dialogs,,,"Gamble on your community citizenry to complete an elite quest.",,"Setz auf deine Community und erledige eine elite quest","Gamble em sua comunidade cidadã para completar uma busca de elite.","Gamble sur les citoyens de votre communauté pour compléter une quête d'élite.","Gamble sulla tua cittadinanza comunitaria per completare una quest d'élite'.","「地域の市民に賭け、エリートを完備させるためのギャンブル。","여러분의 공동체 시민들이 엘리트들의 추구를 완성하는 것을 가능하게 합니다.","Gamble na waszych obywatelach społeczności, by ukończyli elitarne zadanie.","Gamble em sua comunidade cidadã para completar uma busca de elite.","Gamble on your community citizenry to comply an elite","Seçkin bir arayışınızı tamamlamak için toplum vatandaşlarınıza kumar oynatınız.","赌上你的社区公民来完成一个精英的追求","甘於你的社區公民完成精英的追求","Apuesta por la ciudadanía de su comunidad para completar una búsqueda de élite'."
questitem_toc_randomelite_name,items,Quest - Note,,,"+White River Random Elite Crate",,"+White River elite Kiste","+ White River random elite crate","Crate d'élite aléatoire de la rivière White","+ White River random elite crate","+ホワイト・リバー・ランダム・レイクレート","+흰 강의 무작위 엘리트들","+ White River random elite crate","+ White River random elite crate","+ Белый речной случайный элитный ящик","+ Beyaz River rastgele elit sandık","+白河随机精英 crate","「 +白河隨機菁英 cate」","+ Tasa de élite aleatoria del río Blanco"
questitem_toc_randomelite_desc,items,Quest - Note,,,"A quest starter that gives you a sealed crate with a random elite quest in it, in exchange for four veteran citizen cards. However, when you start your elite quest, you will receive one veteran card back.",,"Eine Questbeginn die dir eine versiegelte Kiste und eine zufällige elite quest gibt im Tauschen gegen veteranen Quest Karten. Wann auch immer du die elite quest startest du wirst eine veteranen Quest Karte zurückbekommen.","Uma busca iniciante que lhe dá um caixilho selado com uma busca aleatória de elite nele, em troca de quatro cartões de cidadão veteranos. No entanto, quando você começar sua busca de elite, você receberá um cartão veterano de volta.","Un démarreur de quête qui vous donne une caisse scellée avec une quête d'élite aléatoire, en échange de quatre cartes de vétérans. Cependant, lorsque vous lancez votre quête d'élite, vous recevrez une carte d'anciens combattants.","Un lascito di quest che ti regala una cassa sigillata con una ricerca d'élite casuale in esso, in cambio di quattro schede cittadine veterane. Tuttavia, quando iniziate la vostra quest d'élite, riceverete un solo veterano indietro '.","「 4 人のベテラン市民カードと引き換えに、無作為のエリートクエストと密閉されたクエンを提供する一番クエストのスターター。 しかし、エリート・クエストを始めると、ベテランのカードを 1 つ受け取ることになるだろう」と説明した。","당신에게 무작위 엘리트 퀘스트를 통해 봉인된 상자를 제공하는 퀘스트 스타터는 4명의 베테랑 시민 카드를 교환하는 것입니다. 하지만 엘리트 퀘스트를 시작하면 베테랑 카드 한 장을 받게 될 것이라고 말했다.","Starter Quest, który daje ci zapieczętowane skrzynie z losową elitarną poszukiwawką w nim, w zamian za cztery karty obywatelskie weteranów. Jednak, gdy zaczynasz swoją elitarną misję, otrzymasz jeden weteran karty z powrotem.","Uma busca iniciante que lhe dá um caixilho selado com uma busca aleatória de elite nele, em troca de quatro cartões de cidadão veteranos. No entanto, quando você começar sua busca de elite, você receberá um cartão veterano de volta.","Инициатор квеста, который дает вам опечатанный ящик со случайным элитным квестом в нем, в обмен на четыре карты-ветерана гражданина. Однако, когда вы начнете свой элитный квест, вы получите одну ветеранскую карту обратно '.","Sana rastgele seçkin bir arayış ile mühürlü bir sandık veren bir arayış, dört tane usta vatandaş kartı karşılığında. Ancak, elit arayışınıza başladığınızda, bir gazi kartı geri alacaksınız.","一个追求的启动器，给你一个有随机精英追求的密封箱子，换取四张老牌市民卡。 但是，当你开始你的精英追求时，你会收到一张老牌。","追求者用隨機精英的方式給你一個封閉的板條箱，作為交換 4 張老卡的人。 然而，當你開始你的精英探索時，你將會收到一張老卡回來。」","Un arranque de búsqueda que le da una caja sellada con una búsqueda de élite al azar en ella, a cambio de cuatro tarjetas ciudadanas veteranas. Sin embargo, cuando comiences tu búsqueda de élite, recibirás una tarjeta veterana de regreso."
questblock_toc_randomcrate_name,blocks,Container,,,"+Sealed Random Elite Quest Crate",,"+versiegelte elite quest Kiste","+ Sealed random random quest crate","+ Crate de quête d'élite aléatoire scellée","+ Sealed random elite quest crate","+ランダム・ランダム精鋭クエストを処理しました","+Sealed random 엘리트 퀘스트 크레이트","+ Sealed losowe elity quest crate","+ Sealed random random quest crate","+ Снаряжаемый элитный квест","+ rastgele seçkin elit arayış sandığı","+Sealed 随机精英追求 crate","「 +密封隨機菁英追求板條箱」","+ Tasa de búsqueda de élite aleatoria"
questblock_toc_randomcrate_desc,blocks,Container,,,"A sealed crate containing a random elite quest for White River settlements..",,"Eine versiegelte Kiste mit einer elite quest","Um caixa-selado contendo uma busca aleatória de elite para os assentamentos de Rio Branco ..","Une caisse scellée contenant une quête d'élite aléatoire pour les colonies de White River ..","Una cassa sigillata contenente una ricerca d'élite casuale per gli insediamenti di White River ..","「ホワイト・リバー入植地のための無作為のエリートを含んでいる密封されたクエスト。","백악관에서 화이트 강 유역을 위한 무작위 엘리트 퀘스트를 포함하고 있는 밀폐된 크레이트.","Uszczelnione skrzynie zawierające losowe elitarne dążenie do osiedla White River ..","Um caixa-selado contendo uma busca aleatória de elite para os assentamentos de Rio Branco ..","Запечатанный ящик, содержащий случайный элитный квест для белых речных поселков ..","Beyaz nehir yerleşimleri için rastgele seçkin bir arayış içeren mühürlü bir sandık.","一个封闭的箱子里含有对白河定居点的随机精英追求","一個封閉的箱子，包含了對白河定居點的隨機菁英追求 ..","Una caja sellada que contiene una búsqueda de élite al azar para los asentamientos de Río Blanco .."
WhiteRiverToolsOfCitizenship_Header,xui,Menu,,,"White River Tools of Citizenship",,"Bürgerwerkzeuge des White River","Herramientas ciudadanas del White River","Outils de citoyenneté de la White River","Strumenti del Fiume Bianco della Cittadinanza","市民権の白い川のツール","시민권의 백색 강 도구","Białe narzędzia rzemiosła obywatelskiego","Ferramentas do Rio Branco de Cidadania","Белая Река Инструменты Гражданства","Vatandaşlık İçin White River Araçları","公民白河工具","公民的白河工具","Herramientas del Río Blanco de Ciudadanía"
WhiteRiverToCInitiateGroup,Challenges,Challenge Group,,,"Initiate Quests - Declare your Citizenship",,"Starte Quests - Erkläre deine Staatsbürgerschaft","Iniciar misiones - Declarar su ciudadanía","Initier des quêtes - Déclarer votre citoyenneté","Avvia le missioni - Dichiarare la tua cittadinanza","クエストを開始 - 市民権を宣言する","퀘스트 시작 - 시민권을 선언하다","Zainicjuj zadania - Zadeklaruj swoje obywatelstwo","Iniciar missões - Declarar sua cidadania","Инициировать квесты - заявите о своем гражданстве","Görevleri Başlat - Vatandaşlığınızı İlan Edin","发起任务-声明你的公民身份","啟動任務-宣佈您的公民身份","Iniciar misiones - Declarar tu ciudadanía"
WhiteRiverToCCitizenGroup,Challenges,Challenge Group,,,"Citizen Quests",,"Bürgerquests","Misiones ciudadanas","Quêtes des citoyens","Missioni cittadine","市民クエスト","시민 퀘스트","Mieszkańcy zadań","Missões Cidadãs","Задания граждан","Vatandaş Görevleri","市民任务","市民任務","Misiones ciudadanas"
WhiteRiverToCVeteranGroup,Challenges,Challenge Group,,,"Veteran Quests - Prove Your Worth",,"Veteranenquests - Beweise deinen Wert","Misiones de veterano - Demuestra tu valía","Quêtes de vétéran - Prouvez votre valeur","Missioni da veterano - Dimostra il tuo valore","ベテランクエスト - あなたの価値を証明する","베테랑 퀘스트 - 당신의 가치를 증명하십시오.","Zadania weterana - Udowodnij swoją wartość","Missões de Veterano - Prove o seu valor","Задания ветерана - Докажи свою ценность","Gazi Görevleri - Değerinizi Kanıtlayın","老兵任务 - 证明你的价值","老手任務 - 證明你的價值","Misiones de veterano - Demuestra tu valía"
WhiteRiverToCEliteGroup,Challenges,Challenge Group,,,"Elite Quests",,"Elite-Quests","Misiones de élite","Quêtes d'élite","Missioni d'elite","エリートクエスト","엘리트 퀘스트","Misje elitarne","Missões de elite","Элитные квесты","Elit Görevler","精英任务","精英任务","Misiones de élite"
WhiteRiverToCChangeName,Challenges,Challenge Group Reward,,,"Tools of Citizenship",,"Werkzeuge des Bürgerrechts","Herramientas de ciudadanía","Outils de citoyenneté","Strumenti di cittadinanza","市民権のツール","시민권의 도구","Narzędzia obywatelstwa","Ferramentas da cidadania","Инструменты гражданства","Yurttaşlık Araçları","公民工具","公民工具","Herramientas de ciudadanía"
questitem_initiate_completion_ticket,items,Item,,,"Initiate Quest Completion Ticket",,"Quest-Completion-Ticket starten","Iniciar el ticket de finalización de misión","Initier le billet de complétion de quête","Inizia il biglietto di completamento della missione","クエスト完了チケットの開始","퀘스트 완료 티켓 시작","Zainicjuj zakończenie biletu z zadaniem","Iniciar o ticket de conclusão de missão","Инициируйте завершение билета с заданием","Görev Tamamlama Biletini Başlat","启动任务完成票","启动任务完成票","Iniciar el ticket de finalización de la misión"
